Date,Maine,New Hampshire,Vermont,Massachusetts,Connecticut,Rhode Island,,,,,,,,,
9/29/23,0.098245614,0.098245614,0.045614035,0.459649123,0.231578947,0.066666667,,,,,,,,,
9/30/23,0.102272727,0.09469697,0.041666667,0.462121212,0.231060606,0.068181818,,,,,,,,,
10/1/23,0.102766798,0.098814229,0.043478261,0.458498024,0.229249012,0.067193676,,,,,,,,,
10/2/23,0.097122302,0.100719424,0.039568345,0.456834532,0.237410072,0.068345324,,,,,,,,,
10/3/23,0.099315068,0.099315068,0.037671233,0.462328767,0.232876712,0.068493151,,,,,,,,,
10/4/23,0.089456869,0.099041534,0.038338658,0.466453674,0.236421725,0.07028754,,,,,,,,,
10/5/23,0.095394737,0.098684211,0.042763158,0.463815789,0.230263158,0.069078947,,,,,,,,,
10/6/23,0.092715232,0.09602649,0.043046358,0.463576159,0.235099338,0.069536424,,,,,,,,,
10/7/23,0.095744681,0.095744681,0.046099291,0.464539007,0.230496454,0.067375887,,,,,,,,,
10/8/23,0.102459016,0.102459016,0.045081967,0.459016393,0.225409836,0.06557377,,,,,,,,,
10/9/23,0.101886792,0.101886792,0.045283019,0.452830189,0.233962264,0.064150943,,,,,,,,,
10/10/23,0.097472924,0.101083032,0.0433213,0.462093863,0.231046931,0.064981949,,,,,,,,,
10/11/23,0.100358423,0.100358423,0.046594982,0.458781362,0.225806452,0.068100358,,,,,,,,,
10/12/23,0.101449275,0.101449275,0.043478261,0.456521739,0.22826087,0.06884058,,,,,,,,,
10/13/23,0.104477612,0.100746269,0.044776119,0.455223881,0.22761194,0.067164179,,,,,,,,,
10/14/23,0.101167315,0.097276265,0.046692607,0.451361868,0.237354086,0.06614786,,,,,,,,,
10/15/23,0.101960784,0.098039216,0.047058824,0.454901961,0.231372549,0.066666667,,,,,,,,,
10/16/23,0.1,0.1,0.046428571,0.457142857,0.232142857,0.064285714,,,,,,,,,
10/17/23,0.1,0.1,0.046428571,0.460714286,0.228571429,0.064285714,,,,,,,,,
10/18/23,0.09929078,0.09929078,0.046099291,0.460992908,0.230496454,0.063829787,,,,,,,,,
10/19/23,0.098181818,0.098181818,0.047272727,0.458181818,0.232727273,0.065454545,,,,,,,,,
10/20/23,0.098939929,0.098939929,0.045936396,0.455830389,0.236749117,0.06360424,,,,,,,,,
10/21/23,0.100371747,0.096654275,0.048327138,0.460966543,0.226765799,0.066914498,,,,,,,,,
10/22/23,0.10546875,0.09765625,0.05078125,0.45703125,0.22265625,0.06640625,,,,,,,,,
10/23/23,0.104693141,0.101083032,0.046931408,0.454873646,0.227436823,0.064981949,,,,,,,,,
10/24/23,0.102836879,0.09929078,0.046099291,0.457446809,0.230496454,0.063829787,,,,,,,,,
10/25/23,0.100358423,0.100358423,0.043010753,0.462365591,0.229390681,0.064516129,,,,,,,,,
10/26/23,0.098939929,0.098939929,0.045936396,0.462897527,0.22614841,0.067137809,,,,,,,,,
10/27/23,0.096774194,0.096774194,0.043010753,0.46953405,0.229390681,0.064516129,,,,,,,,,
10/28/23,0.095057034,0.098859316,0.041825095,0.47148289,0.228136882,0.064638783,,,,,,,,,
10/29/23,0.103053435,0.099236641,0.045801527,0.458015267,0.229007634,0.064885496,,,,,,,,,
10/30/23,0.105442177,0.098639456,0.047619048,0.455782313,0.227891156,0.06462585,,,,,,,,,
10/31/23,0.103202847,0.103202847,0.042704626,0.459074733,0.227758007,0.06405694,,,,,,,,,
11/1/23,0.099337748,0.099337748,0.046357616,0.460264901,0.231788079,0.062913907,,,,,,,,,
11/2/23,0.099337748,0.099337748,0.043046358,0.460264901,0.231788079,0.066225166,,,,,,,,,
11/3/23,0.099315068,0.099315068,0.04109589,0.462328767,0.232876712,0.065068493,,,,,,,,,
11/4/23,0.104477612,0.100746269,0.044776119,0.455223881,0.231343284,0.063432836,,,,,,,,,
11/5/23,0.103846154,0.1,0.042307692,0.461538462,0.226923077,0.065384615,,,,,,,,,
11/6/23,0.102739726,0.099315068,0.04109589,0.462328767,0.229452055,0.065068493,,,,,,,,,
11/7/23,0.100694444,0.100694444,0.045138889,0.458333333,0.229166667,0.065972222,,,,,,,,,
11/8/23,0.102040816,0.102040816,0.047619048,0.455782313,0.227891156,0.06462585,,,,,,,,,
11/9/23,0.098101266,0.101265823,0.047468354,0.462025316,0.227848101,0.063291139,,,,,,,,,
11/10/23,0.099009901,0.099009901,0.04620462,0.458745875,0.234323432,0.062706271,,,,,,,,,
11/11/23,0.103571429,0.1,0.046428571,0.457142857,0.228571429,0.064285714,,,,,,,,,
11/12/23,0.102389078,0.102389078,0.04778157,0.457337884,0.228668942,0.061433447,,,,,,,,,
11/13/23,0.100628931,0.100628931,0.044025157,0.459119497,0.232704403,0.062893082,,,,,,,,,
11/14/23,0.102236422,0.099041534,0.047923323,0.45686901,0.230031949,0.063897764,,,,,,,,,
11/15/23,0.100977199,0.100977199,0.042345277,0.459283388,0.231270358,0.06514658,,,,,,,,,
11/16/23,0.098639456,0.102040816,0.040816327,0.462585034,0.231292517,0.06462585,,,,,,,,,
11/17/23,0.099656357,0.099656357,0.04467354,0.4604811,0.23024055,0.065292096,,,,,,,,,
11/18/23,0.104693141,0.097472924,0.046931408,0.458483755,0.227436823,0.064981949,,,,,,,,,
11/19/23,0.105263158,0.098245614,0.049122807,0.456140351,0.228070175,0.063157895,,,,,,,,,
11/20/23,0.101265823,0.101265823,0.050632911,0.455696203,0.227848101,0.063291139,,,,,,,,,
11/21/23,0.096676737,0.099697885,0.048338369,0.459214502,0.232628399,0.063444109,,,,,,,,,
11/22/23,0.100628931,0.100628931,0.047169811,0.459119497,0.229559748,0.062893082,,,,,,,,,
11/23/23,0.098901099,0.098901099,0.047619048,0.457875458,0.230769231,0.065934066,,,,,,,,,
11/24/23,0.102473498,0.098939929,0.049469965,0.455830389,0.229681979,0.06360424,,,,,,,,,
11/25/23,0.100977199,0.100977199,0.045602606,0.456026059,0.231270358,0.06514658,,,,,,,,,
11/26/23,0.098360656,0.098360656,0.042622951,0.459016393,0.236065574,0.06557377,,,,,,,,,
11/27/23,0.099009901,0.099009901,0.04620462,0.458745875,0.234323432,0.062706271,,,,,,,,,
11/28/23,0.099697885,0.099697885,0.048338369,0.456193353,0.232628399,0.063444109,,,,,,,,,
11/29/23,0.098837209,0.101744186,0.049418605,0.453488372,0.23255814,0.063953488,,,,,,,,,
11/30/23,0.1,0.1,0.045454545,0.457575758,0.233333333,0.063636364,,,,,,,,,
12/1/23,0.095846645,0.099041534,0.047923323,0.453674121,0.239616613,0.063897764,,,,,,,,,
12/2/23,0.103448276,0.096551724,0.048275862,0.455172414,0.231034483,0.065517241,,,,,,,,,
12/3/23,0.102649007,0.099337748,0.046357616,0.453642384,0.231788079,0.066225166,,,,,,,,,
12/4/23,0.104761905,0.101587302,0.047619048,0.453968254,0.228571429,0.063492063,,,,,,,,,
12/5/23,0.105105105,0.099099099,0.048048048,0.453453453,0.231231231,0.063063063,,,,,,,,,
12/6/23,0.106628242,0.100864553,0.048991354,0.455331412,0.224783862,0.063400576,,,,,,,,,
12/7/23,0.102777778,0.1,0.047222222,0.458333333,0.227777778,0.063888889,,,,,,,,,
12/8/23,0.10619469,0.100294985,0.04719764,0.457227139,0.227138643,0.061946903,,,,,,,,,
12/9/23,0.108196721,0.098360656,0.045901639,0.452459016,0.229508197,0.06557377,,,,,,,,,
12/10/23,0.105802048,0.098976109,0.04778157,0.450511945,0.232081911,0.064846416,,,,,,,,,
12/11/23,0.10031348,0.097178683,0.05015674,0.454545455,0.235109718,0.062695925,,,,,,,,,
12/12/23,0.100303951,0.100303951,0.048632219,0.452887538,0.234042553,0.063829787,,,,,,,,,
12/13/23,0.102102102,0.102102102,0.048048048,0.453453453,0.231231231,0.063063063,,,,,,,,,
12/14/23,0.100574713,0.100574713,0.048850575,0.454022989,0.232758621,0.063218391,,,,,,,,,
12/15/23,0.098765432,0.098765432,0.046296296,0.456790123,0.234567901,0.064814815,,,,,,,,,
12/16/23,0.101351351,0.097972973,0.043918919,0.459459459,0.233108108,0.064189189,,,,,,,,,
12/17/23,0.104918033,0.098360656,0.049180328,0.449180328,0.232786885,0.06557377,,,,,,,,,
12/18/23,0.080267559,0.100334448,0.050167224,0.464882943,0.237458194,0.066889632,,,,,,,,,
12/19/23,0.074675325,0.100649351,0.051948052,0.464285714,0.243506494,0.064935065,,,,,,,,,
12/20/23,0.090909091,0.1,0.048484848,0.460606061,0.236363636,0.063636364,,,,,,,,,
12/21/23,0.099125364,0.102040816,0.049562682,0.454810496,0.2303207,0.064139942,,,,,,,,,
12/22/23,0.1,0.1,0.045714286,0.457142857,0.234285714,0.062857143,,,,,,,,,
12/23/23,0.104790419,0.098802395,0.047904192,0.446107784,0.239520958,0.062874251,,,,,,,,,
12/24/23,0.103896104,0.097402597,0.045454545,0.451298701,0.237012987,0.064935065,,,,,,,,,
12/25/23,0.102473498,0.098939929,0.045936396,0.45229682,0.236749117,0.06360424,,,,,,,,,
12/26/23,0.098684211,0.095394737,0.046052632,0.457236842,0.236842105,0.065789474,,,,,,,,,
12/27/23,0.103559871,0.097087379,0.048543689,0.453074434,0.233009709,0.064724919,,,,,,,,,
12/28/23,0.102893891,0.099678457,0.048231511,0.45659164,0.22829582,0.064308682,,,,,,,,,
12/29/23,0.103896104,0.097402597,0.048701299,0.457792208,0.227272727,0.064935065,,,,,,,,,
12/30/23,0.104377104,0.097643098,0.050505051,0.454545455,0.228956229,0.063973064,,,,,,,,,
12/31/23,0.103896104,0.100649351,0.051948052,0.448051948,0.230519481,0.064935065,,,,,,,,,
